question_id,assessment_version_slug,block,subblock,question_type,text,options_json,primary_dimension,secondary_dimensions,weights_by_dimension_json,consistency_pair_id,difficulty,is_required,order_hint,status,question_purpose,notes,experiment_mode,experiment_tag,active_in_scoring,boundary_metadata_json
FT_SJT_04,deep_v1,behavioral_situations,b2,situational,Один участник почти не включается. Ты:,"[{""key"": ""a"", ""label"": ""Поговорю и найду ему роль."", ""weights_by_dimension"": {""social"": 1.0, ""helping"": 0.5}}, {""key"": ""b"", ""label"": ""Перераспределю задачи."", ""weights_by_dimension"": {""helping"": 0.9, ""creative"": 0.5}}, {""key"": ""c"", ""label"": ""Передам вопрос координатору."", ""weights_by_dimension"": {""creative"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Закрою его часть сам(а)."", ""weights_by_dimension"": {""analytical"": 0.8, ""practical"": 0.4}}]",social,helping|creative|analytical|practical,"{""social"": 1.0, ""helping"": 0.6, ""creative"": 0.45, ""analytical"": 0.35, ""practical"": 0.25}",,medium,true,1150,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_05,deep_v1,behavioral_situations,b2,situational,Дедлайн завтра. Твой первый ход:,"[{""key"": ""a"", ""label"": ""Приоритезирую главное."", ""weights_by_dimension"": {""detail"": 1.0, ""practical"": 0.5}}, {""key"": ""b"", ""label"": ""Сделаю самый вау кусок."", ""weights_by_dimension"": {""practical"": 0.9, ""creative"": 0.5}}, {""key"": ""c"", ""label"": ""Дошлифую детали."", ""weights_by_dimension"": {""creative"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Быстро соберу помощь."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",detail,practical|creative,"{""detail"": 1.0, ""practical"": 0.6, ""creative"": 0.45}",,medium,true,1160,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_06,deep_v1,behavioral_situations,b2,situational,Новый конкурс почти без правил. Ты:,"[{""key"": ""a"", ""label"": ""Попробую и проверю гипотезу."", ""weights_by_dimension"": {""structured"": 1.0, ""leadership"": 0.5}}, {""key"": ""b"", ""label"": ""Подожду точные критерии."", ""weights_by_dimension"": {""leadership"": 0.9, ""practical"": 0.5}}, {""key"": ""c"", ""label"": ""Выберу знакомый формат."", ""weights_by_dimension"": {""practical"": 0.9, ""social"": 0.4}}, {""key"": ""d"", ""label"": ""Сделаю яркую подачу."", ""weights_by_dimension"": {""social"": 0.8, ""analytical"": 0.4}}]",structured,leadership|practical|social,"{""structured"": 1.0, ""leadership"": 0.6, ""practical"": 0.45, ""social"": 0.35}",,medium,true,1170,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_07,deep_v1,behavioral_situations,b2,situational,В отчете цифры не сходятся. Ты:,"[{""key"": ""a"", ""label"": ""Проверю источник и формулы."", ""weights_by_dimension"": {""analytical"": 1.0, ""exploratory"": 0.5}}, {""key"": ""b"", ""label"": ""Оставлю как есть, если красиво."", ""weights_by_dimension"": {""exploratory"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Упрощу и быстро сдам."", ""weights_by_dimension"": {""structured"": 0.9, ""social"": 0.4}}, {""key"": ""d"", ""label"": ""Обсужу, что достаточно хорошо."", ""weights_by_dimension"": {""social"": 0.8, ""structured"": 0.4}}]",analytical,exploratory|structured|social,"{""analytical"": 1.0, ""exploratory"": 0.6, ""structured"": 0.45, ""social"": 0.35}",,medium,true,1180,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_08,deep_v1,behavioral_situations,b2,situational,На мероприятии сорвался блок программы. Ты:,"[{""key"": ""a"", ""label"": ""Запущу запасной план."", ""weights_by_dimension"": {""exploratory"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Успокою участников."", ""weights_by_dimension"": {""analytical"": 0.9, ""practical"": 0.5}}, {""key"": ""c"", ""label"": ""Дам короткое объяснение аудитории."", ""weights_by_dimension"": {""practical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Восстановлю техчасть."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",exploratory,analytical|practical,"{""exploratory"": 1.0, ""analytical"": 0.6, ""practical"": 0.45}",,medium,true,1190,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_09,deep_v1,behavioral_situations,b2,situational,Тебе презентовать командный проект. Ты сделаешь упор на:,"[{""key"": ""a"", ""label"": ""Ясную аргументацию."", ""weights_by_dimension"": {""helping"": 1.0, ""social"": 0.5}}, {""key"": ""b"", ""label"": ""Демонстрацию вживую."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Данные и доказательства."", ""weights_by_dimension"": {""structured"": 0.9, ""leadership"": 0.4}}, {""key"": ""d"", ""label"": ""Вклад каждого в команде."", ""weights_by_dimension"": {""leadership"": 0.8, ""structured"": 0.4}}]",helping,social|structured|leadership,"{""helping"": 1.0, ""social"": 0.6, ""structured"": 0.45, ""leadership"": 0.35}",,medium,true,1200,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_10,deep_v1,behavioral_situations,b2,situational,Между двумя идеями что решает выбор?,"[{""key"": ""a"", ""label"": ""Метрики и расчеты."", ""weights_by_dimension"": {""structured"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Ощущение, что зайдет."", ""weights_by_dimension"": {""detail"": 0.9, ""quantitative"": 0.5}}, {""key"": ""c"", ""label"": ""Простота реализации."", ""weights_by_dimension"": {""quantitative"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Поддержка команды."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",structured,detail|quantitative,"{""structured"": 1.0, ""detail"": 0.6, ""quantitative"": 0.45}",,medium,true,1210,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_11,deep_v1,behavioral_situations,b2,situational,Перед защитой ломается инструмент. Ты:,"[{""key"": ""a"", ""label"": ""Найду причину и починю."", ""weights_by_dimension"": {""technical"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Перейду на упрощенный вариант."", ""weights_by_dimension"": {""analytical"": 0.9, ""practical"": 0.5}}, {""key"": ""c"", ""label"": ""Подключу сильного технаря."", ""weights_by_dimension"": {""practical"": 0.9, ""exploratory"": 0.4}}, {""key"": ""d"", ""label"": ""Изменю формат показа."", ""weights_by_dimension"": {""exploratory"": 0.8, ""structured"": 0.4}}]",technical,analytical|practical|exploratory,"{""technical"": 1.0, ""analytical"": 0.6, ""practical"": 0.45, ""exploratory"": 0.35}",,medium,true,1220,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_12,deep_v1,behavioral_situations,b2,situational,Участник сильно переживает из-за ошибки. Ты:,"[{""key"": ""a"", ""label"": ""Поддержу и разберу с ним шаги."", ""weights_by_dimension"": {""verbal"": 1.0, ""helping"": 0.5}}, {""key"": ""b"", ""label"": ""Скажу не зацикливаться."", ""weights_by_dimension"": {""helping"": 0.9, ""quantitative"": 0.5}}, {""key"": ""c"", ""label"": ""Отдам задачу другому."", ""weights_by_dimension"": {""quantitative"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Сфокусируюсь на объяснении для жюри."", ""weights_by_dimension"": {""structured"": 0.4}}]",verbal,helping|quantitative|structured,"{""verbal"": 1.0, ""helping"": 0.6, ""quantitative"": 0.45, ""structured"": 0.35}",,medium,true,1230,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_13,deep_v1,behavioral_situations,b2,situational,В конкурсе важны идея и защита. Где ты сильнее?,"[{""key"": ""a"", ""label"": ""В оригинальной концепции."", ""weights_by_dimension"": {""helping"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""В логическом обосновании."", ""weights_by_dimension"": {""structured"": 0.9, ""social"": 0.5}}, {""key"": ""c"", ""label"": ""В рабочем прототипе."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""В организации команды."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",helping,structured|social,"{""helping"": 1.0, ""structured"": 0.6, ""social"": 0.45}",,medium,true,1240,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_14,deep_v1,behavioral_situations,b2,situational,Что тебе комфортнее?,"[{""key"": ""a"", ""label"": ""Четкие правила и сроки."", ""weights_by_dimension"": {""detail"": 1.0, ""practical"": 0.5}}, {""key"": ""b"", ""label"": ""Гибкость и смена плана."", ""weights_by_dimension"": {""practical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Короткие циклы сделал-проверил."", ""weights_by_dimension"": {""exploratory"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Больше обсуждения и согласования."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",detail,practical|exploratory,"{""detail"": 1.0, ""practical"": 0.6, ""exploratory"": 0.45}",,medium,true,1250,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_15,deep_v1,behavioral_situations,b2,situational,Гипотеза не подтвердилась. Ты:,"[{""key"": ""a"", ""label"": ""Проверю, где ошибся(лась) в логике."", ""weights_by_dimension"": {""structured"": 1.0, ""social"": 0.5}}, {""key"": ""b"", ""label"": ""Попробую защитить идею иначе."", ""weights_by_dimension"": {""social"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Перейду к новой идее."", ""weights_by_dimension"": {""analytical"": 0.9, ""practical"": 0.4}}, {""key"": ""d"", ""label"": ""Протестирую альтернативу в деле."", ""weights_by_dimension"": {""practical"": 0.8, ""analytical"": 0.4}}]",structured,social|analytical|practical,"{""structured"": 1.0, ""social"": 0.6, ""analytical"": 0.45, ""practical"": 0.35}",,medium,true,1260,active,deep_core_signal,draft_v1 source=situational_single block=B2,baseline,,true,
FT_SJT_16,deep_v1,behavioral_situations,b2,multi_select,"Выбери 2 действия, которые ты чаще берешь на себя в командной задаче.","[{""key"": ""a"", ""label"": ""Уточняю цель и объясняю, что именно делаем."", ""weights_by_dimension"": {""helping"": 1.0, ""leadership"": 0.6}}, {""key"": ""b"", ""label"": ""Фиксирую сроки, роли и контрольные точки."", ""weights_by_dimension"": {""leadership"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Закрываю сложный технический фрагмент лично."", ""weights_by_dimension"": {""analytical"": 0.9, ""practical"": 0.5}}, {""key"": ""d"", ""label"": ""Довожу подачу результата до понятного и убедительного вида."", ""weights_by_dimension"": {""practical"": 0.8, ""verbal"": 0.4}}]",helping,leadership|analytical|practical|verbal,"{""helping"": 1.0, ""leadership"": 0.6, ""analytical"": 0.45, ""practical"": 0.35, ""verbal"": 0.25}",,medium,true,1270,active,deep_core_signal,draft_v1 source=multi_select_2 block=B2,baseline,,true,
FT_WST_01,deep_v1,work_style_and_environment,b3,likert,Перед длинной задачей я фиксирую этапы и точки проверки результата.,"[{""value"": 0, ""label"": ""Почти никогда""}, {""value"": 25, ""label"": ""Редко""}, {""value"": 50, ""label"": ""Иногда""}, {""value"": 75, ""label"": ""Часто""}, {""value"": 100, ""label"": ""Почти всегда""}]",structured,detail,"{""structured"": 1.0, ""detail"": 0.6}",,easy,true,1280,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_02,deep_v1,work_style_and_environment,b3,likert,Мне важно доводить работу до аккуратного состояния.,"[{""value"": 0, ""label"": ""Мне это не важно""}, {""value"": 25, ""label"": ""Скорее не важно""}, {""value"": 50, ""label"": ""Умеренно важно""}, {""value"": 75, ""label"": ""Довольно важно""}, {""value"": 100, ""label"": ""Очень важно""}]",detail,structured,"{""detail"": 1.0, ""structured"": 0.6}",,easy,true,1290,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_03,deep_v1,work_style_and_environment,b3,likert,"Я лучше понимаю идею, когда можно сразу попробовать.","[{""value"": 0, ""label"": ""Так мне неудобно""}, {""value"": 25, ""label"": ""Скорее неудобно""}, {""value"": 50, ""label"": ""Нейтрально""}, {""value"": 75, ""label"": ""Скорее удобно""}, {""value"": 100, ""label"": ""Так мне проще всего""}]",practical,technical,"{""practical"": 1.0, ""technical"": 0.6}",,easy,true,1300,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_04,deep_v1,work_style_and_environment,b3,likert,"Мне легче объяснить решение словами, чем схемой.","[{""value"": 0, ""label"": ""Почти не про меня""}, {""value"": 25, ""label"": ""Скорее не про меня""}, {""value"": 50, ""label"": ""Частично про меня""}, {""value"": 75, ""label"": ""Скорее про меня""}, {""value"": 100, ""label"": ""Максимально про меня""}]",verbal,helping|social,"{""verbal"": 1.0, ""helping"": 0.6, ""social"": 0.45}",,easy,true,1310,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_05,deep_v1,work_style_and_environment,b3,single_select,"Когда времени мало, ты чаще выбираешь:","[{""key"": ""a"", ""label"": ""Быстрое, но проверяемое решение."", ""weights_by_dimension"": {""analytical"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""Самый эффектный вариант."", ""weights_by_dimension"": {""detail"": 0.9, ""social"": 0.5}}, {""key"": ""c"", ""label"": ""Самый понятный для команды ход."", ""weights_by_dimension"": {""social"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Самый необычный путь."", ""weights_by_dimension"": {""structured"": 0.8, ""social"": 0.4}}]",analytical,detail|social,"{""analytical"": 1.0, ""detail"": 0.6, ""social"": 0.45}",,easy,true,1320,active,deep_core_signal,draft_v1 source=single_select_4 block=B3,baseline,,true,
FT_WST_06,deep_v1,work_style_and_environment,b3,single_select,В долгой задаче тебе ближе:,"[{""key"": ""a"", ""label"": ""Эксперименты и новый путь."", ""weights_by_dimension"": {""exploratory"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Проверенная схема."", ""weights_by_dimension"": {""structured"": 0.9, ""practical"": 0.5}}, {""key"": ""c"", ""label"": ""Решение по фактам и данным."", ""weights_by_dimension"": {""practical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Координация людей и темпа."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",exploratory,structured|practical,"{""exploratory"": 1.0, ""structured"": 0.6, ""practical"": 0.45}",,easy,true,1330,active,deep_core_signal,draft_v1 source=single_select_4 block=B3,baseline,,true,
FT_WST_07,deep_v1,work_style_and_environment,b3,likert,"Если критерии не заданы, я сам(а) формулирую их до начала работы.","[{""value"": 0, ""label"": ""Почти никогда""}, {""value"": 25, ""label"": ""Редко""}, {""value"": 50, ""label"": ""Иногда""}, {""value"": 75, ""label"": ""Часто""}, {""value"": 100, ""label"": ""Почти всегда""}]",structured,detail,"{""structured"": 1.0, ""detail"": 0.6}",,easy,true,1340,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_08,deep_v1,work_style_and_environment,b3,single_select,В новом инструменте ты сначала:,"[{""key"": ""a"", ""label"": ""Поймешь ограничения и логику."", ""weights_by_dimension"": {""technical"": 1.0, ""social"": 0.5}}, {""key"": ""b"", ""label"": ""Проверишь на своей задаче."", ""weights_by_dimension"": {""social"": 0.9, ""verbal"": 0.5}}, {""key"": ""c"", ""label"": ""Подумаешь, как лучше подать результат."", ""weights_by_dimension"": {""verbal"": 0.9, ""quantitative"": 0.4}}, {""key"": ""d"", ""label"": ""Оформишь короткий гайд для команды."", ""weights_by_dimension"": {""quantitative"": 0.8, ""structured"": 0.4}}]",technical,social|verbal|quantitative,"{""technical"": 1.0, ""social"": 0.6, ""verbal"": 0.45, ""quantitative"": 0.35}",,easy,true,1350,active,deep_core_signal,draft_v1 source=single_select_4 block=B3,baseline,,true,
FT_WST_09,deep_v1,work_style_and_environment,b3,likert,"Если нет ясности, я обычно беру инициативу.","[{""value"": 0, ""label"": ""Обычно не беру""}, {""value"": 25, ""label"": ""Редко беру""}, {""value"": 50, ""label"": ""Иногда беру""}, {""value"": 75, ""label"": ""Часто беру""}, {""value"": 100, ""label"": ""Обычно беру на себя""}]",leadership,structured,"{""leadership"": 1.0, ""structured"": 0.6}",,easy,true,1360,active,deep_core_signal,draft_v1 source=likert_5 block=B3,baseline,,true,
FT_WST_10,deep_v1,work_style_and_environment,b3,multi_select,"Выбери 2 формата работы, где у тебя обычно лучший результат.","[{""key"": ""a"", ""label"": ""Собрать прототип и проверить его на реальном кейсе."", ""weights_by_dimension"": {""practical"": 1.0, ""analytical"": 0.6}}, {""key"": ""b"", ""label"": ""Разобрать данные и сделать четкий вывод."", ""weights_by_dimension"": {""analytical"": 0.9, ""verbal"": 0.5}}, {""key"": ""c"", ""label"": ""Доработать детали до высокого качества."", ""weights_by_dimension"": {""verbal"": 0.9, ""creative"": 0.5}}, {""key"": ""d"", ""label"": ""Придумать концепцию и оформить сильную подачу."", ""weights_by_dimension"": {""creative"": 0.8, ""helping"": 0.4}}]",practical,analytical|verbal|creative|helping,"{""practical"": 1.0, ""analytical"": 0.6, ""verbal"": 0.45, ""creative"": 0.35, ""helping"": 0.25}",,medium,true,1370,active,deep_core_signal,draft_v1 source=multi_select_2 block=B3,baseline,,true,
FT_COG_01,deep_v1,mini_cognitive_tasks,b4,mini_task,"Что продолжает ряд: 4, 7, 10, 13, ...","[{""key"": ""a"", ""label"": ""16"", ""weights_by_dimension"": {""analytical"": 1.0, ""detail"": 0.5}}, {""key"": ""b"", ""label"": ""17"", ""weights_by_dimension"": {""detail"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""18"", ""weights_by_dimension"": {""structured"": 0.9, ""social"": 0.4}}, {""key"": ""d"", ""label"": ""20"", ""weights_by_dimension"": {""social"": 0.8, ""creative"": 0.4}}]",analytical,detail,"{""analytical"": 1.0, ""detail"": 0.6}",,medium,true,1380,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_02,deep_v1,mini_cognitive_tasks,b4,mini_task,В наборе 240 наблюдений 15% признали шумом и исключили. Сколько осталось валидных наблюдений?,"[{""key"": ""a"", ""label"": ""204"", ""weights_by_dimension"": {""quantitative"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""210"", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""196"", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""225"", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",quantitative,analytical,"{""quantitative"": 1.0, ""analytical"": 0.6}",,medium,true,1390,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_03,deep_v1,mini_cognitive_tasks,b4,mini_task,Какой аргумент самый надежный?,"[{""key"": ""a"", ""label"": ""Ссылка на проверяемые данные"", ""weights_by_dimension"": {""verbal"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Уверенная подача без фактов"", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Аргумент “так делают многие”"", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Личное мнение без подтверждений"", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",verbal,analytical,"{""verbal"": 1.0, ""analytical"": 0.6}",,medium,true,1400,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_04,deep_v1,mini_cognitive_tasks,b4,mini_task,В инструкции пропущен важный параметр на 3-м шаге. Что лучше?,"[{""key"": ""a"", ""label"": ""Продолжить и исправить потом."", ""weights_by_dimension"": {""detail"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Уточнить параметр и идти дальше."", ""weights_by_dimension"": {""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Пропустить шаг и завершить быстрее."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Переписать весь план с нуля."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",detail,structured,"{""detail"": 1.0, ""structured"": 0.6}",,medium,true,1410,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_05,deep_v1,mini_cognitive_tasks,b4,mini_task,"До показа 30 минут, функция нестабильна. Что разумнее?","[{""key"": ""a"", ""label"": ""Сделать стабильный минимум и показать его."", ""weights_by_dimension"": {""practical"": 1.0, ""technical"": 0.5}}, {""key"": ""b"", ""label"": ""Переписать всё с нуля."", ""weights_by_dimension"": {""technical"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Игнорировать проблему и надеяться."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Потратить время только на слайды."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",practical,technical|analytical,"{""practical"": 1.0, ""technical"": 0.6, ""analytical"": 0.45}",,medium,true,1420,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_06,deep_v1,mini_cognitive_tasks,b4,mini_task,"Есть 4 задачи, времени на 2. Что выбрать?","[{""key"": ""a"", ""label"": ""Выбрать задачи с максимальным вкладом"", ""weights_by_dimension"": {""structured"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Выбрать самые зрелищные задачи"", ""weights_by_dimension"": {""analytical"": 0.9, ""leadership"": 0.5}}, {""key"": ""c"", ""label"": ""Выбрать самые легкие задачи"", ""weights_by_dimension"": {""leadership"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Выбрать случайно, чтобы не тратить время"", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",structured,analytical|leadership,"{""structured"": 1.0, ""analytical"": 0.6, ""leadership"": 0.45}",,medium,true,1430,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_07,deep_v1,mini_cognitive_tasks,b4,mini_task,Друг не понял решение. Что эффективнее?,"[{""key"": ""a"", ""label"": ""Повторить теми же словами."", ""weights_by_dimension"": {""helping"": 1.0, ""verbal"": 0.5}}, {""key"": ""b"", ""label"": ""Объяснить на простом примере и проверить понимание."", ""weights_by_dimension"": {""verbal"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Скинуть ссылку без пояснений."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Сказать «разберешься позже»."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",helping,verbal,"{""helping"": 1.0, ""verbal"": 0.6}",,medium,true,1440,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_08,deep_v1,mini_cognitive_tasks,b4,mini_task,"У двух подходов одинаковый средний результат, но у второго заметно меньше разброс. Как интерпретировать это корректнее?","[{""key"": ""a"", ""label"": ""Подходы полностью равны: разброс не влияет на вывод."", ""weights_by_dimension"": {""quantitative"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Второй подход дает более предсказуемый результат при том же среднем."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Первый лучше, потому что в нем больше вариативность."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Нужно проверить объем выборки и контекст, прежде чем закреплять решение."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",quantitative,analytical,"{""quantitative"": 1.0, ""analytical"": 0.6}",,medium,true,1450,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_09,deep_v1,mini_cognitive_tasks,b4,mini_task,Результат не совпал с ожидаемым. Первый шаг:,"[{""key"": ""a"", ""label"": ""Проверить входные данные и условия."", ""weights_by_dimension"": {""detail"": 1.0, ""structured"": 0.5}}, {""key"": ""b"", ""label"": ""Полностью переписать решение."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Решить, что условие неверно."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.4}}, {""key"": ""d"", ""label"": ""Сразу спросить готовый ответ."", ""weights_by_dimension"": {""structured"": 0.8, ""analytical"": 0.4}}]",detail,structured|analytical,"{""detail"": 1.0, ""structured"": 0.6, ""analytical"": 0.45}",,medium,true,1460,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_COG_10,deep_v1,mini_cognitive_tasks,b4,mini_task,Эксперимент дал неожиданный результат. Что полезнее?,"[{""key"": ""a"", ""label"": ""Проверить, нет ли ошибки в измерениях."", ""weights_by_dimension"": {""exploratory"": 1.0, ""analytical"": 0.5}}, {""key"": ""b"", ""label"": ""Сформулировать гипотезы и проверить их по очереди."", ""weights_by_dimension"": {""analytical"": 0.9, ""structured"": 0.5}}, {""key"": ""c"", ""label"": ""Игнорировать результат и оставить прежнюю версию."", ""weights_by_dimension"": {""structured"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Выбрать самую «красивую» гипотезу без проверки."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",exploratory,analytical,"{""exploratory"": 1.0, ""analytical"": 0.6}",,medium,true,1470,active,deep_core_signal,draft_v1 source=mini_task block=B4 correct=a,baseline,,true,
FT_ENV_01,deep_v1,hobbies_and_real_activities,b5,single_select,Где тебе проще включиться в задачу?,"[{""key"": ""a"", ""label"": ""Где можно сразу делать результат."", ""weights_by_dimension"": {""practical"": 1.0, ""social"": 0.5}}, {""key"": ""b"", ""label"": ""Где нужно много договариваться."", ""weights_by_dimension"": {""social"": 0.9, ""analytical"": 0.5}}, {""key"": ""c"", ""label"": ""Где есть данные для анализа."", ""weights_by_dimension"": {""analytical"": 0.9, ""creative"": 0.4}}, {""key"": ""d"", ""label"": ""Где важна оригинальная подача."", ""weights_by_dimension"": {""creative"": 0.8, ""structured"": 0.4}}]",practical,social|analytical|creative,"{""practical"": 1.0, ""social"": 0.6, ""analytical"": 0.45, ""creative"": 0.35}",,easy,true,1480,active,deep_core_signal,draft_v1 source=single_select_4 block=B5,baseline,,true,
FT_ENV_02,deep_v1,hobbies_and_real_activities,b5,single_select,Какой режим тебе комфортнее?,"[{""key"": ""a"", ""label"": ""Стабильный ритм и ясные правила."", ""weights_by_dimension"": {""structured"": 1.0, ""practical"": 0.5}}, {""key"": ""b"", ""label"": ""Свобода и частые изменения."", ""weights_by_dimension"": {""practical"": 0.9, ""exploratory"": 0.5}}, {""key"": ""c"", ""label"": ""Короткие циклы «сделал-проверил»."", ""weights_by_dimension"": {""exploratory"": 0.9, ""analytical"": 0.4}}, {""key"": ""d"", ""label"": ""Общение и совместные решения."", ""weights_by_dimension"": {""analytical"": 0.8, ""social"": 0.4}}]",structured,practical|exploratory,"{""structured"": 1.0, ""practical"": 0.6, ""exploratory"": 0.45}",,easy,true,1490,active,deep_core_signal,draft_v1 source=single_select_4 block=B5,baseline,,true,
